,coolingdegreedays,coolingdegreedaysnormal,date,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
10,0,0,2015-01-11,0,0,0,41,42,,25,-4,92,30.36,1028,31,-1,10,16,17,27,16,-9,30.30,1026,24,-4,7,12,202,,10,17,5,-15,53,30.24,1024,16,-9,1,2,8,13,0,0,537,453,7.50,19.05,0.14,3.56,,0,0,0,3162,3005,15.20,38.61,,,,,1,5.00,12.70,1.50,3.81,0,0
11,0,0,2015-01-12,0,0,0,48,42,,24,-4,92,30.71,1040,27,-3,10,16,20,32,17,-8,30.36,1028,17,-8,6,10,325,,10,16,0,-18,56,30.21,1023,6,-14,1,2,5,8,0,0,585,495,7.70,19.56,0.02,0.51,,0,0,0,3210,3047,15.40,39.12,,,,,1,7.00,17.78,0.20,0.51,0,0
12,0,0,2015-01-13,0,0,0,61,42,,4,-16,91,30.81,1043,15,-9,10,16,10,16,-3,-19,30.72,1040,4,-16,10,16,46,,4,6,-9,-23,53,30.53,1034,-8,-22,8,13,0,0,0,0,646,537,7.70,19.56,0.00,0.00,,0,0,0,3271,3089,15.40,39.12,,,,,0,7.00,17.78,0.00,0.00,0,0
13,0,0,2015-01-14,0,0,0,61,42,,11,-12,79,30.51,1033,19,-7,10,16,14,23,0,-18,30.35,1028,4,-16,8,13,213,,5,7,-16,-27,67,30.22,1023,-12,-24,5,8,0,0,0,0,707,579,7.70,19.56,T,T,,0,0,0,3332,3131,15.40,39.12,,,,,0,7.00,17.78,T,T,0,0
14,0,0,2015-01-15,0,0,0,44,42,,25,-4,84,30.24,1024,31,-1,8,13,23,37,13,-11,30.03,1017,21,-6,7,12,223,,12,19,4,-16,58,29.89,1012,11,-12,5,8,7,11,0,0,751,621,7.70,19.56,0.00,0.00,,0,0,0,3376,3173,15.40,39.12,,,,,0,5.00,12.70,0.00,0.00,0,0
15,0,0,2015-01-16,0,0,0,40,42,,25,-4,81,30.25,1024,32,0,10,16,15,24,14,-10,30.14,1021,25,-4,9,15,12,,9,14,8,-13,50,29.92,1013,18,-8,6,10,5,8,0,0,791,663,7.70,19.56,0.00,0.00,,0,0,0,3416,3215,15.40,39.12,,,,,0,5.00,12.70,0.00,0.00,0,0
16,0,0,2015-01-17,0,0,0,34,42,,32,0,81,30.20,1023,45,7,10,16,24,39,24,-4,29.81,1009,31,-1,9,14,187,,16,25,8,-13,57,29.59,1002,17,-8,4,6,12,19,0,0,825,705,7.70,19.56,T,T,,0,0,0,3450,3257,15.40,39.12,,,,,0,5.00,12.70,T,T,0,0
17,0,0,2015-01-18,0,0,0,29,42,,33,1,89,29.96,1014,39,4,10,16,20,32,30,-1,29.71,1006,36,2,7,11,260,,11,17,26,-3,75,29.59,1002,32,0,2,3,7,11,0,0,854,747,7.70,19.56,0.07,1.78,,1,0,0,3479,3299,15.40,39.12,,,,,1,3.00,7.62,T,T,0,0
18,0,0,2015-01-19,0,0,0,34,42,,27,-3,85,30.05,1017,33,1,10,16,9,14,24,-4,29.99,1015,31,-1,10,16,3,,4,7,21,-6,66,29.93,1013,28,-2,7,11,0,0,0,0,888,789,7.70,19.56,T,T,,0,0,0,3513,3341,15.40,39.12,,,,,1,2.00,5.08,T,T,0,0
19,0,0,2015-01-20,1,0,0,37,42,,25,-4,92,30.07,1018,31,-1,10,16,12,19,23,-5,29.98,1015,28,-2,6,9,58,,7,11,21,-6,78,29.91,1013,25,-4,0,1,4,6,0,0,925,831,8.50,21.59,0.07,1.78,,0,0,0,3550,3383,16.20,41.15,,,,,1,3.00,7.62,0.80,2.03,0,0
20,0,0,2015-01-21,1,0,0,40,42,,23,-5,92,30.25,1024,28,-2,10,16,12,19,21,-6,30.07,1018,25,-4,4,6,66,,6,10,18,-8,78,30.00,1016,22,-6,0,0,4,6,0,0,965,873,10.70,27.18,0.16,4.06,,1,0,0,3590,3425,18.40,46.74,,,,,1,5.00,12.70,2.20,5.59,0,0
21,0,0,2015-01-22,0,0,0,40,42,,20,-7,92,30.45,1031,30,-1,10,16,13,21,19,-7,30.38,1029,25,-4,9,14,267,,6,9,17,-8,63,30.26,1025,20,-7,6,10,0,0,0,0,1005,915,10.70,27.18,T,T,,0,0,0,3630,3467,18.40,46.74,,,,,0,5.00,12.70,T,T,0,0
22,0,0,2015-01-23,0,0,0,38,42,,23,-5,84,30.37,1028,32,0,10,16,20,32,21,-6,30.10,1019,27,-3,8,14,231,,12,20,17,-8,69,29.83,1010,21,-6,6,10,7,11,0,0,1043,957,10.70,27.18,0.00,0.00,,0,0,0,3668,3509,18.40,46.74,,,,,0,5.00,12.70,0.00,0.00,0,0
23,0,0,2015-01-24,0,0,0,34,42,,32,0,96,29.81,1009,37,3,10,16,18,29,27,-3,29.67,1005,31,-1,6,9,252,,10,16,21,-6,70,29.57,1001,25,-4,2,4,6,10,0,0,1077,999,10.70,27.18,T,T,,0,0,0,3702,3551,18.40,46.74,,,,,1,5.00,12.70,T,T,0,0
24,0,0,2015-01-25,0,0,0,41,42,,32,0,96,30.06,1018,33,1,10,16,20,32,19,-7,29.87,1011,24,-4,9,14,33,,13,20,8,-13,65,29.68,1005,15,-9,3,5,4,6,0,0,1118,1041,10.70,27.18,T,T,,0,0,0,3743,3593,18.40,46.74,,,,,0,3.00,7.62,0.00,0.00,0,0
25,0,0,2015-01-26,0,0,0,48,42,,11,-12,92,30.04,1017,26,-3,10,16,10,16,8,-13,30.00,1016,17,-8,10,15,33,,5,8,5,-15,46,29.95,1014,8,-13,6,10,0,0,0,0,1166,1083,10.70,27.18,0.00,0.00,,0,0,0,3791,3635,18.40,46.74,,,,,0,3.00,7.62,0.00,0.00,0,0
26,0,0,2015-01-27,0,0,0,45,42,,14,-10,88,30.30,1026,27,-3,10,16,14,23,11,-12,30.16,1021,20,-7,10,16,16,,4,7,7,-14,55,30.02,1016,12,-11,9,14,0,0,0,0,1211,1125,10.70,27.18,T,T,,0,0,0,3836,3677,18.40,46.74,,,,,0,3.00,7.62,T,T,0,0
27,0,0,2015-01-28,0,0,0,45,42,,15,-9,91,30.38,1029,31,-1,10,16,21,34,8,-13,30.27,1025,20,-7,10,16,170,,8,13,4,-16,38,30.07,1018,8,-13,8,13,0,0,0,0,1256,1167,10.70,27.18,0.00,0.00,,0,0,0,3881,3719,18.40,46.74,,,,,0,3.00,7.62,0.00,0.00,0,0
28,0,0,2015-01-29,1,0,0,37,42,,28,-2,92,30.19,1022,32,0,10,16,23,37,24,-4,29.90,1012,28,-2,6,10,304,,12,19,16,-9,63,29.75,1007,23,-5,0,0,0,0,0,0,1293,1209,11.20,28.45,0.05,1.27,,1,0,0,3918,3761,18.90,48.01,,,,,1,3.00,7.62,0.50,1.27,0,0
29,0,0,2015-01-30,0,0,0,45,42,,13,-11,74,30.52,1033,23,-5,10,16,22,35,9,-13,30.40,1029,20,-7,10,15,311,,11,17,6,-14,56,30.17,1022,16,-9,3,5,0,0,0,0,1338,1251,11.20,28.45,T,T,,0,0,0,3963,3803,18.90,48.01,,,,,1,3.00,7.62,T,T,0,0
30,0,0,2015-01-31,0,0,0,40,41,,25,-4,80,30.40,1029,33,1,10,16,16,26,18,-8,30.26,1025,25,-4,9,15,233,,7,12,10,-12,61,30.16,1021,16,-9,6,10,4,6,0,0,1378,1292,11.20,28.45,0.00,0.00,,0,0,0,4003,3840,18.90,48.01,,,,,0,3.00,7.62,0.00,0.00,0,0
31,0,0,2015-02-01,1,0,0,43,41,,22,-6,88,30.22,1023,30,-1,10,16,29,47,15,-9,30.05,1017,22,-6,2,2,47,,17,27,10,-12,72,29.76,1008,14,-10,0,0,9,14,0,0,43,41,8.00,20.32,0.53,13.46,,0,0,0,4046,3881,26.90,68.33,,,,,1,4.00,10.16,8.00,20.32,0,0
32,0,0,2015-02-02,1,0,0,55,41,,10,-12,88,30.19,1022,15,-9,10,16,25,40,3,-16,29.98,1015,10,-12,6,10,322,,11,18,-4,-20,46,29.75,1007,4,-16,0,1,5,8,0,0,98,82,9.70,24.64,0.12,3.05,,0,0,0,4101,3922,28.60,72.64,,,,,1,13.00,33.02,1.70,4.32,0,0
33,0,0,2015-02-03,0,0,0,50,41,,21,-6,88,30.20,1023,24,-4,10,16,17,27,13,-11,30.12,1020,15,-9,6,10,207,,11,18,1,-17,62,30.03,1017,5,-15,2,2,7,11,0,0,148,123,10.50,26.67,0.06,1.52,,0,0,0,4151,3963,29.40,74.68,,,,,1,13.00,33.02,0.80,2.03,0,0
34,0,0,2015-02-04,0,0,0,47,41,,25,-4,100,30.29,1026,26,-3,10,16,16,26,17,-8,30.06,1018,18,-8,5,8,287,,9,14,3,-16,62,29.95,1014,9,-13,1,2,4,6,0,0,195,164,10.90,27.69,0.02,0.51,,0,0,0,4198,4004,29.80,75.69,,,,,1,12.00,30.48,0.40,1.02,0,0
35,0,0,2015-02-05,0,0,0,59,41,,5,-15,91,30.48,1032,17,-8,10,16,22,35,1,-17,30.37,1028,6,-14,10,16,254,,9,14,-8,-22,56,30.22,1023,-6,-21,9,14,4,6,0,0,254,205,10.90,27.69,0.00,0.00,,0,0,0,4257,4045,29.80,75.69,,,,,0,11.00,27.94,0.00,0.00,0,0
36,0,0,2015-02-06,0,0,0,45,41,,18,-8,74,30.19,1022,29,-2,10,16,22,35,11,-12,30.15,1021,20,-7,9,15,228,,11,18,-4,-20,52,30.08,1019,10,-12,6,10,7,11,0,0,299,246,10.90,27.69,0.00,0.00,,0,0,0,4302,4086,29.80,75.69,,,,,0,11.00,27.94,0.00,0.00,0,0
37,0,0,2015-02-07,0,0,0,32,41,,30,-1,82,30.05,1017,39,4,10,16,10,16,24,-4,29.88,1012,33,1,7,11,175,,6,9,17,-8,63,29.71,1006,26,-3,5,8,0,0,0,0,331,287,10.90,27.69,0.00,0.00,,0,0,0,4334,4127,29.80,75.69,,,,,0,9.00,22.86,0.00,0.00,0,0
38,0,0,2015-02-08,0,0,0,36,41,,32,0,92,30.00,1016,37,3,10,16,22,35,26,-3,29.76,1008,29,-2,4,6,32,,10,16,16,-9,76,29.62,1003,20,-7,1,1,0,0,0,0,367,328,10.90,27.69,T,T,,0,0,0,4370,4168,29.80,75.69,,,,,1,8.00,20.32,T,T,0,0
39,0,0,2015-02-09,0,0,0,48,40,,16,-9,84,30.28,1025,22,-6,10,16,21,34,13,-11,30.15,1021,17,-8,9,15,22,,9,15,7,-14,67,29.99,1015,11,-12,5,8,0,0,0,0,415,368,10.90,27.69,0.00,0.00,,0,0,0,4418,4208,29.80,75.69,,,,,0,7.00,17.78,0.00,0.00,0,0
40,0,0,2015-02-10,0,0,0,51,40,,14,-10,91,30.35,1028,28,-2,10,16,17,27,8,-13,30.27,1025,14,-10,9,15,116,,4,6,-3,-19,55,30.14,1021,-1,-18,6,10,0,0,0,0,466,408,10.90,27.69,0.00,0.00,,0,0,0,4469,4248,29.80,75.69,,,,,0,7.00,17.78,0.00,0.00,0,0
41,0,0,2015-02-11,0,0,0,40,40,,28,-2,88,30.12,1020,32,0,10,16,21,34,21,-6,29.96,1014,25,-4,5,9,249,,12,19,12,-11,68,29.85,1011,18,-8,2,4,8,13,0,0,506,448,11.00,27.94,T,T,,0,0,0,4509,4288,29.90,75.95,,,,,1,7.00,17.78,0.10,0.25,0,0
42,0,0,2015-02-12,0,0,0,52,40,,12,-11,69,30.44,1031,24,-4,10,16,23,37,1,-17,30.22,1023,13,-11,9,14,331,,12,20,-6,-21,46,29.98,1015,2,-17,2,4,0,0,0,0,558,488,11.00,27.94,T,T,,0,0,0,4561,4328,29.90,75.95,,,,,1,7.00,17.78,T,T,0,0
43,0,0,2015-02-13,0,0,0,56,40,,16,-9,87,30.42,1030,20,-7,10,16,24,39,5,-15,30.12,1020,9,-13,7,11,223,,12,19,-8,-22,49,29.82,1010,-3,-19,1,2,0,0,0,0,614,528,11.50,29.21,0.02,0.51,,0,0,0,4617,4368,30.40,77.22,,,,,1,7.00,17.78,0.50,1.27,0,0
44,0,0,2015-02-14,1,0,0,54,39,,19,-7,92,30.36,1028,22,-6,10,16,31,50,6,-14,29.83,1010,11,-12,3,4,316,,16,26,-11,-24,51,29.65,1004,0,-18,0,0,6,10,0,0,668,567,13.10,33.27,0.04,1.02,,0,0,0,4671,4407,32.00,81.28,,,,,1,8.00,20.32,1.60,4.06,0,0
45,0,0,2015-02-15,0,0,0,71,39,,-13,-25,72,30.63,1037,1,-17,10,16,17,27,-17,-27,30.55,1034,-6,-21,10,16,344,,6,9,-22,-30,47,30.38,1029,-13,-25,9,14,0,0,0,0,739,606,13.10,33.27,0.00,0.00,,0,0,0,4742,4446,32.00,81.28,,,,,1,9.00,22.86,0.00,0.00,0,0
46,0,0,2015-02-16,0,0,0,66,39,,-5,-21,79,30.52,1033,10,-12,10,16,12,19,-9,-23,30.28,1025,-1,-18,10,16,155,,5,8,-16,-27,50,30.00,1016,-13,-25,10,16,0,0,0,0,805,645,13.10,33.27,0.00,0.00,,0,0,0,4808,4485,32.00,81.28,,,,,0,9.00,22.86,0.00,0.00,0,0
47,0,0,2015-02-17,0,0,0,52,39,,12,-11,80,30.04,1017,21,-6,10,16,22,35,4,-16,29.88,1012,13,-11,6,10,234,,10,16,-6,-21,58,29.80,1009,4,-16,1,1,0,0,0,0,857,684,13.30,33.78,0.02,0.51,,0,0,0,4860,4524,32.20,81.79,,,,,1,9.00,22.86,0.20,0.51,0,0
48,0,0,2015-02-18,0,0,0,59,39,,7,-14,88,30.12,1020,13,-11,10,16,21,34,2,-17,29.83,1010,6,-14,5,8,273,,10,16,-6,-21,53,29.69,1005,-2,-19,0,0,4,6,0,0,916,723,13.40,34.04,T,T,,0,0,0,4919,4563,32.30,82.04,,,,,1,9.00,22.86,0.10,0.25,0,0
49,0,0,2015-02-19,0,0,0,67,38,,-8,-22,79,30.39,1029,5,-15,10,16,15,24,-13,-25,30.25,1024,-2,-19,9,15,320,,7,11,-18,-28,46,30.07,1018,-10,-23,2,4,0,0,0,0,983,761,13.40,34.04,T,T,,0,0,0,4986,4601,32.30,82.04,,,,,1,9.00,22.86,T,T,0,0
50,0,0,2015-02-20,0,0,0,66,38,,3,-16,77,30.42,1030,13,-11,10,16,24,39,-8,-22,30.28,1025,-1,-18,10,16,183,,11,18,-21,-29,52,30.02,1016,-16,-27,8,13,0,0,0,0,1049,799,13.40,34.04,T,T,,0,0,0,5052,4639,32.30,82.04,,,,,1,9.00,22.86,T,T,0,0
51,0,0,2015-02-21,0,0,0,44,38,,18,-8,92,30.14,1021,28,-2,10,16,17,27,12,-11,30.01,1016,21,-6,7,12,201,,5,8,4,-16,64,29.93,1013,13,-11,4,6,0,0,0,0,1093,837,13.40,34.04,T,T,,0,0,0,5096,4677,32.30,82.04,,,,,1,9.00,22.86,T,T,0,0
52,0,0,2015-02-22,0,0,0,52,38,,19,-7,92,30.61,1036,24,-4,10,16,21,34,11,-12,30.28,1025,13,-11,6,9,295,,10,15,-8,-22,51,30.09,1019,1,-17,2,2,4,6,0,0,1145,875,13.40,34.04,T,T,,0,0,0,5148,4715,32.30,82.04,,,,,1,9.00,22.86,T,T,0,0
53,0,0,2015-02-23,0,0,0,65,37,,-2,-19,79,30.72,1040,12,-11,10,16,18,29,-8,-22,30.59,1036,0,-18,10,16,253,,7,11,-17,-27,53,30.31,1026,-13,-25,8,13,0,0,0,0,1210,912,13.40,34.04,0.00,0.00,,0,0,0,5213,4752,32.30,82.04,,,,,0,8.00,20.32,0.00,0.00,0,0
54,0,0,2015-02-24,0,0,0,51,37,,19,-7,77,30.27,1025,23,-5,10,16,29,47,6,-14,29.79,1009,14,-10,7,11,229,,18,28,-11,-24,45,29.61,1003,5,-15,1,1,9,14,0,0,1261,949,14.50,36.83,0.06,1.52,,0,0,0,5264,4789,33.40,84.84,,,,,1,7.00,17.78,1.10,2.79,0,0
55,0,0,2015-02-25,0,0,0,54,37,,13,-11,91,30.10,1019,21,-6,10,16,18,29,1,-17,29.97,1015,11,-12,9,15,350,,5,8,-4,-20,47,29.70,1006,0,-18,2,4,0,0,0,0,1315,986,14.50,36.83,T,T,,0,0,0,5318,4826,33.40,84.84,,,,,1,8.00,20.32,T,T,0,0
56,0,0,2015-02-26,0,0,0,61,36,,5,-15,83,30.42,1030,12,-11,10,16,16,26,-1,-18,30.19,1022,4,-16,5,9,7,,8,12,-10,-23,50,30.05,1017,-4,-20,2,2,0,0,0,0,1376,1022,14.80,37.59,0.03,0.76,,0,0,0,5379,4862,33.70,85.60,,,,,1,0.00,0.00,0.30,0.76,0,0
57,0,0,2015-02-27,0,0,0,61,36,,4,-16,83,30.69,1039,18,-8,10,16,17,27,-5,-21,30.57,1035,4,-16,10,16,256,,6,10,-15,-26,46,30.43,1030,-11,-24,7,11,0,0,0,0,1437,1058,14.80,37.59,T,T,,0,0,0,5440,4898,33.70,85.60,,,,,0,7.00,17.78,T,T,0,0
58,0,0,2015-02-28,0,0,0,54,36,,2,-17,79,30.79,1043,21,-6,10,16,13,21,-2,-19,30.70,1040,11,-12,10,16,197,,8,12,-5,-21,39,30.56,1035,0,-18,8,13,0,0,0,0,1491,1094,14.80,37.59,0.00,0.00,,0,0,0,5494,4935,33.70,85.60,,,,,0,7.00,17.78,0.00,0.00,0,0
59,0,0,2015-03-01,0,0,0,49,36,,18,-8,92,30.54,1034,26,-3,10,16,22,35,11,-12,30.36,1028,16,-9,7,11,226,,7,11,2,-17,53,30.21,1023,5,-15,2,3,0,0,0,0,49,36,0.30,0.76,0.01,0.25,,0,0,0,5543,4971,34.00,86.36,,,,,1,7.00,17.78,0.30,0.76,0,0
60,0,0,2015-03-02,0,0,0,41,35,,19,-7,68,30.50,1033,30,-1,10,16,17,27,13,-11,30.38,1029,24,-4,9,14,270,,9,14,8,-13,50,30.23,1024,17,-8,2,4,0,0,0,0,90,71,0.40,1.02,T,T,,0,0,0,5584,5006,34.10,86.61,,,,,1,7.00,17.78,0.10,0.25,0,0
61,0,0,2015-03-03,1,0,0,37,35,,30,-1,92,30.34,1027,34,1,10,16,29,47,22,-6,29.85,1011,28,-2,4,7,186,,14,23,14,-10,60,29.56,1001,21,-6,0,0,6,10,0,0,127,106,1.90,4.83,0.24,6.10,,1,0,0,5621,5041,35.60,90.42,,,,,1,7.00,17.78,1.50,3.81,0,0
62,0,0,2015-03-04,0,0,0,44,35,,22,-6,75,30.32,1027,30,-1,10,16,24,39,13,-11,30.01,1016,21,-6,9,14,275,,14,22,-2,-19,50,29.81,1009,11,-12,4,6,8,13,0,0,171,141,1.90,4.83,0.00,0.00,,0,0,0,5665,5076,35.60,90.42,,,,,0,8.00,20.32,0.00,0.00,0,0
63,0,0,2015-03-05,0,0,0,57,34,,1,-17,79,30.56,1035,17,-8,10,16,16,26,-2,-19,30.45,1031,8,-13,10,16,305,,6,9,-5,-21,47,30.32,1027,-1,-18,10,16,0,0,0,0,228,175,1.90,4.83,0.00,0.00,,0,0,0,5722,5110,35.60,90.42,,,,,0,8.00,20.32,0.00,0.00,0,0
64,0,0,2015-03-06,0,0,0,52,34,,10,-12,86,30.54,1034,23,-5,10,16,23,37,3,-16,30.38,1029,13,-11,10,16,209,,12,20,-1,-18,41,30.19,1022,2,-17,8,13,0,0,0,0,280,209,1.90,4.83,0.00,0.00,,0,0,0,5774,5144,35.60,90.42,,,,,0,8.00,20.32,0.00,0.00,0,0
65,0,0,2015-03-07,0,0,0,35,34,,27,-3,75,30.18,1022,44,7,10,16,22,35,17,-8,30.06,1018,30,-1,9,14,237,,10,16,9,-13,45,29.94,1014,16,-9,6,10,4,6,0,0,315,243,1.90,4.83,T,T,,0,0,0,5809,5178,35.60,90.42,,,,,0,7.00,17.78,T,T,0,0
66,0,0,2015-03-08,0,0,0,30,33,,26,-3,88,30.21,1023,42,6,10,16,18,29,22,-6,30.13,1020,35,2,10,16,244,,9,15,18,-8,36,30.09,1019,27,-3,8,13,4,6,0,0,345,276,1.90,4.83,0.00,0.00,,0,0,0,5839,5211,35.60,90.42,,,,,0,7.00,17.78,0.00,0.00,0,0
67,0,0,2015-03-09,0,0,0,29,33,,29,-2,92,30.22,1023,47,8,10,16,16,26,26,-3,30.17,1022,36,2,8,14,224,,7,12,23,-5,42,30.11,1020,24,-4,4,6,0,0,0,0,374,309,1.90,4.83,0.00,0.00,,0,0,0,5868,5244,35.60,90.42,,,,,0,0.00,0.00,0.00,0.00,0,0
68,0,0,2015-03-10,0,0,0,25,32,,38,3,100,30.15,1021,47,8,10,16,18,29,34,1,30.05,1017,40,4,5,8,213,,8,13,26,-3,70,29.95,1014,33,1,2,3,0,0,0,0,399,341,1.90,4.83,0.00,0.00,,0,0,0,5893,5276,35.60,90.42,,,,,0,0.00,0.00,0.00,0.00,0,0
69,0,0,2015-03-11,1,0,0,24,32,,36,2,100,30.46,1031,51,11,10,16,13,21,31,-1,30.21,1023,41,5,5,8,303,,6,10,24,-4,41,30.01,1016,30,-1,0,0,0,0,0,0,423,373,1.90,4.83,0.00,0.00,,0,0,0,5917,5308,35.60,90.42,,,,,0,0.00,0.00,0.00,0.00,0,0
70,0,0,2015-03-12,0,0,0,27,32,,25,-4,78,30.62,1037,47,8,10,16,16,26,17,-8,30.55,1034,38,3,10,16,124,,8,13,10,-12,30,30.47,1032,28,-2,10,16,0,0,0,0,450,405,1.90,4.83,0.00,0.00,,0,0,0,5944,5340,35.60,90.42,,,,,0,4.00,10.16,0.00,0.00,0,0
71,0,0,2015-03-13,0,0,0,22,31,,39,4,83,30.45,1031,58,14,10,16,12,19,23,-5,30.22,1023,43,6,10,16,172,,7,11,10,-12,35,30.01,1016,28,-2,9,14,0,0,0,0,472,436,1.90,4.83,0.00,0.00,,0,0,0,5966,5371,35.60,90.42,,,,,0,2.00,5.08,0.00,0.00,0,0
72,0,0,2015-03-14,1,0,0,23,31,,43,6,100,30.10,1019,48,9,10,16,24,39,37,3,29.96,1014,42,6,5,9,273,,12,19,27,-3,58,29.89,1012,36,2,0,0,7,11,0,0,495,467,1.90,4.83,0.00,0.00,,0,0,0,5989,5402,35.60,90.42,,,,,0,T,T,0.00,0.00,0,0
