,date,meantempi,mintempi,maxtempi,datenumber
115,2014-04-26,46,37,55,735349.0
116,2014-04-27,45,33,57,735350.0
117,2014-04-28,47,37,57,735351.0
118,2014-04-29,61,47,75,735352.0
119,2014-04-30,55,46,64,735353.0
120,2014-05-01,45,40,50,735354.0
121,2014-05-02,48,44,52,735355.0
122,2014-05-03,52,45,58,735356.0
123,2014-05-04,49,42,56,735357.0
124,2014-05-05,47,36,58,735358.0
125,2014-05-06,50,37,63,735359.0
126,2014-05-07,53,42,64,735360.0
127,2014-05-08,67,47,86,735361.0
128,2014-05-09,66,56,76,735362.0
129,2014-05-10,58,47,69,735363.0
130,2014-05-11,61,40,82,735364.0
131,2014-05-12,65,59,70,735365.0
132,2014-05-13,68,54,81,735366.0
133,2014-05-14,52,45,58,735367.0
134,2014-05-15,42,35,49,735368.0
135,2014-05-16,43,34,52,735369.0
136,2014-05-17,47,37,56,735370.0
137,2014-05-18,54,41,67,735371.0
138,2014-05-19,59,47,70,735372.0
139,2014-05-20,67,53,80,735373.0
140,2014-05-21,71,59,82,735374.0
141,2014-05-22,62,53,70,735375.0
142,2014-05-23,59,46,71,735376.0
143,2014-05-24,62,46,77,735377.0
144,2014-05-25,66,51,81,735378.0
145,2014-05-26,71,56,85,735379.0
146,2014-05-27,74,66,81,735380.0
147,2014-05-28,62,53,70,735381.0
148,2014-05-29,61,47,75,735382.0
149,2014-05-30,68,52,83,735383.0
150,2014-05-31,71,56,85,735384.0
151,2014-06-01,72,57,86,735385.0
152,2014-06-02,76,69,82,735386.0
153,2014-06-03,66,59,73,735387.0
154,2014-06-04,61,55,67,735388.0
155,2014-06-05,62,47,76,735389.0
156,2014-06-06,65,50,79,735390.0
157,2014-06-07,68,53,82,735391.0
158,2014-06-08,69,59,78,735392.0
159,2014-06-09,69,56,81,735393.0
160,2014-06-10,66,57,75,735394.0
161,2014-06-11,69,58,79,735395.0
162,2014-06-12,70,64,76,735396.0
163,2014-06-13,56,47,65,735397.0
164,2014-06-14,60,45,75,735398.0
165,2014-06-15,67,52,82,735399.0
166,2014-06-16,76,66,86,735400.0
167,2014-06-17,76,65,87,735401.0
168,2014-06-18,71,64,78,735402.0
169,2014-06-19,70,61,78,735403.0
170,2014-06-20,62,57,67,735404.0
171,2014-06-21,69,57,80,735405.0
172,2014-06-22,73,63,82,735406.0
173,2014-06-23,70,61,78,735407.0
174,2014-06-24,73,67,78,735408.0
175,2014-06-25,67,61,73,735409.0
176,2014-06-26,68,55,81,735410.0
177,2014-06-27,72,60,83,735411.0
178,2014-06-28,76,67,84,735412.0
179,2014-06-29,78,71,85,735413.0
180,2014-06-30,76,68,84,735414.0
181,2014-07-01,74,65,83,735415.0
182,2014-07-02,69,63,74,735416.0
183,2014-07-03,62,50,73,735417.0
184,2014-07-04,63,51,75,735418.0
185,2014-07-05,66,53,78,735419.0
186,2014-07-06,71,62,80,735420.0
187,2014-07-07,76,68,83,735421.0
188,2014-07-08,70,63,76,735422.0
189,2014-07-09,65,56,73,735423.0
190,2014-07-10,64,53,75,735424.0
191,2014-07-11,68,56,79,735425.0
192,2014-07-12,73,62,83,735426.0
193,2014-07-13,74,67,80,735427.0
194,2014-07-14,68,59,77,735428.0
195,2014-07-15,61,54,68,735429.0
196,2014-07-16,61,51,70,735430.0
197,2014-07-17,63,50,75,735431.0
198,2014-07-18,64,51,77,735432.0
199,2014-07-19,69,58,79,735433.0
200,2014-07-20,70,60,80,735434.0
201,2014-07-21,74,63,84,735435.0
202,2014-07-22,77,66,87,735436.0
203,2014-07-23,69,59,78,735437.0
204,2014-07-24,64,54,74,735438.0
205,2014-07-25,64,51,77,735439.0
206,2014-07-26,70,60,79,735440.0
207,2014-07-27,71,60,82,735441.0
208,2014-07-28,59,50,68,735442.0
209,2014-07-29,62,49,75,735443.0
210,2014-07-30,64,53,74,735444.0
211,2014-07-31,65,51,79,735445.0
212,2014-08-01,69,56,82,735446.0
213,2014-08-02,67,53,81,735447.0
214,2014-08-03,71,58,83,735448.0
215,2014-08-04,73,63,83,735449.0
216,2014-08-05,71,63,78,735450.0
217,2014-08-06,68,59,77,735451.0
218,2014-08-07,68,55,81,735452.0
219,2014-08-08,69,59,78,735453.0
220,2014-08-09,66,52,79,735454.0
221,2014-08-10,70,56,83,735455.0
222,2014-08-11,70,61,79,735456.0
223,2014-08-12,66,58,73,735457.0
224,2014-08-13,65,53,77,735458.0
225,2014-08-14,60,48,71,735459.0
226,2014-08-15,60,45,75,735460.0
227,2014-08-16,68,55,81,735461.0
228,2014-08-17,71,64,78,735462.0
229,2014-08-18,69,58,79,735463.0
230,2014-08-19,71,63,79,735464.0
231,2014-08-20,73,64,81,735465.0
232,2014-08-21,70,60,79,735466.0
233,2014-08-22,76,69,82,735467.0
234,2014-08-23,72,64,80,735468.0
235,2014-08-24,72,63,81,735469.0
236,2014-08-25,76,67,85,735470.0
237,2014-08-26,76,65,86,735471.0
238,2014-08-27,68,60,76,735472.0
239,2014-08-28,64,54,74,735473.0
240,2014-08-29,70,61,78,735474.0
241,2014-08-30,76,69,83,735475.0
242,2014-08-31,74,65,83,735476.0
243,2014-09-01,73,65,81,735477.0
244,2014-09-02,70,61,79,735478.0
245,2014-09-03,69,56,81,735479.0
246,2014-09-04,71,63,79,735480.0
247,2014-09-05,78,67,89,735481.0
248,2014-09-06,64,55,73,735482.0
249,2014-09-07,63,49,76,735483.0
250,2014-09-08,65,53,76,735484.0
251,2014-09-09,68,59,77,735485.0
252,2014-09-10,67,57,76,735486.0
253,2014-09-11,53,49,57,735487.0
254,2014-09-12,52,47,56,735488.0
255,2014-09-13,51,44,58,735489.0
256,2014-09-14,53,42,63,735490.0
257,2014-09-15,55,46,64,735491.0
258,2014-09-16,55,44,65,735492.0
259,2014-09-17,54,40,67,735493.0
260,2014-09-18,53,42,64,735494.0
261,2014-09-19,55,40,69,735495.0
262,2014-09-20,67,55,79,735496.0
263,2014-09-21,57,47,66,735497.0
264,2014-09-22,53,42,63,735498.0
265,2014-09-23,59,45,73,735499.0
266,2014-09-24,60,46,74,735500.0
267,2014-09-25,63,50,76,735501.0
268,2014-09-26,61,45,76,735502.0
269,2014-09-27,63,48,77,735503.0
270,2014-09-28,63,49,77,735504.0
271,2014-09-29,64,49,78,735505.0
272,2014-09-30,54,49,58,735506.0
273,2014-10-01,58,50,66,735507.0
274,2014-10-02,62,54,69,735508.0
275,2014-10-03,56,46,66,735509.0
276,2014-10-04,43,39,47,735510.0
277,2014-10-05,48,42,53,735511.0
278,2014-10-06,54,44,63,735512.0
279,2014-10-07,54,43,65,735513.0
280,2014-10-08,51,43,59,735514.0
281,2014-10-09,48,37,59,735515.0
282,2014-10-10,45,32,57,735516.0
283,2014-10-11,45,31,58,735517.0
284,2014-10-12,47,32,61,735518.0
285,2014-10-13,60,50,70,735519.0
286,2014-10-14,64,57,70,735520.0
287,2014-10-15,57,51,63,735521.0
288,2014-10-16,54,47,60,735522.0
289,2014-10-17,54,46,62,735523.0
290,2014-10-18,41,34,47,735524.0
291,2014-10-19,41,28,53,735525.0
292,2014-10-20,53,46,59,735526.0
293,2014-10-21,42,35,48,735527.0
294,2014-10-22,42,35,48,735528.0
295,2014-10-23,43,28,57,735529.0
296,2014-10-24,49,37,61,735530.0
297,2014-10-25,55,43,67,735531.0
298,2014-10-26,48,36,60,735532.0
299,2014-10-27,53,32,74,735533.0
300,2014-10-28,57,45,69,735534.0
301,2014-10-29,42,36,47,735535.0
302,2014-10-30,41,31,50,735536.0
303,2014-10-31,38,32,44,735537.0
304,2014-11-01,32,23,40,735538.0
305,2014-11-02,35,19,50,735539.0
306,2014-11-03,48,39,57,735540.0
307,2014-11-04,50,41,58,735541.0
308,2014-11-05,48,40,55,735542.0
309,2014-11-06,42,37,47,735543.0
310,2014-11-07,37,30,44,735544.0
311,2014-11-08,39,35,43,735545.0
312,2014-11-09,38,31,44,735546.0
313,2014-11-10,48,38,57,735547.0
314,2014-11-11,45,33,56,735548.0
315,2014-11-12,31,29,33,735549.0
316,2014-11-13,29,23,35,735550.0
317,2014-11-14,27,21,33,735551.0
318,2014-11-15,30,26,33,735552.0
319,2014-11-16,29,25,32,735553.0
320,2014-11-17,23,16,30,735554.0
321,2014-11-18,17,13,21,735555.0
322,2014-11-19,21,15,27,735556.0
323,2014-11-20,19,13,25,735557.0
324,2014-11-21,16,6,26,735558.0
325,2014-11-22,35,21,49,735559.0
326,2014-11-23,50,48,51,735560.0
327,2014-11-24,43,31,54,735561.0
328,2014-11-25,30,28,31,735562.0
329,2014-11-26,30,28,31,735563.0
330,2014-11-27,26,20,31,735564.0
331,2014-11-28,22,16,28,735565.0
332,2014-11-29,39,28,50,735566.0
333,2014-11-30,45,33,57,735567.0
334,2014-12-01,23,13,33,735568.0
335,2014-12-02,24,12,35,735569.0
336,2014-12-03,31,24,37,735570.0
337,2014-12-04,27,22,31,735571.0
338,2014-12-05,33,28,38,735572.0
339,2014-12-06,33,25,41,735573.0
340,2014-12-07,27,18,36,735574.0
341,2014-12-08,36,31,40,735575.0
342,2014-12-09,34,32,36,735576.0
343,2014-12-10,27,21,32,735577.0
344,2014-12-11,29,18,39,735578.0
345,2014-12-12,30,27,33,735579.0
346,2014-12-13,38,33,43,735580.0
347,2014-12-14,46,43,49,735581.0
348,2014-12-15,47,43,51,735582.0
349,2014-12-16,40,34,45,735583.0
350,2014-12-17,30,26,34,735584.0
351,2014-12-18,30,28,32,735585.0
352,2014-12-19,24,18,29,735586.0
353,2014-12-20,24,17,30,735587.0
354,2014-12-21,31,27,34,735588.0
355,2014-12-22,33,27,39,735589.0
356,2014-12-23,43,35,51,735590.0
357,2014-12-24,38,33,43,735591.0
358,2014-12-25,35,33,37,735592.0
359,2014-12-26,41,34,47,735593.0
360,2014-12-27,42,35,49,735594.0
361,2014-12-28,31,27,35,735595.0
362,2014-12-29,24,18,30,735596.0
363,2014-12-30,18,13,22,735597.0
364,2014-12-31,17,14,19,735598.0
