,coolingdegreedays,coolingdegreedaysnormal,date,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
19,0,0,2017-01-20,1,0,0,28,42,,37,3,96,29.84,1010,39,4,8,13,12,19,33,1,29.71,1006,37,3,2,4,99,,5,8,31,-1,85,29.64,1004,34,1,0,0,0,0,0,0,759,831,3.70,9.40,0.14,3.56,,1,0,0,2876,3383,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
20,0,0,2017-01-21,1,0,0,18,42,,50,10,100,29.73,1007,56,13,10,16,14,23,43,6,29.65,1004,47,8,3,5,138,,8,13,35,2,77,29.55,1001,37,3,0,0,4,6,0,0,777,873,3.70,9.40,0.00,0.00,,0,0,0,2894,3425,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
21,0,0,2017-01-22,1,0,0,22,42,,45,7,96,29.69,1005,48,9,10,16,8,13,39,4,29.63,1003,43,6,2,3,11,,3,5,35,2,82,29.58,1002,37,3,0,0,0,0,0,0,799,915,3.70,9.40,0.00,0.00,,0,0,0,2916,3467,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
22,0,0,2017-01-23,1,0,0,26,42,,38,3,92,29.76,1008,41,5,7,11,9,14,37,3,29.70,1006,39,4,2,4,5,,6,9,35,2,85,29.64,1004,37,3,0,1,0,0,0,0,825,957,3.70,9.40,0.24,6.10,,1,0,0,2942,3509,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
23,0,0,2017-01-24,0,0,0,27,42,,36,2,92,29.84,1010,39,4,10,16,16,26,34,1,29.79,1009,38,3,7,12,294,,7,11,33,1,79,29.74,1007,37,3,1,2,4,6,0,0,852,999,3.70,9.40,0.09,2.29,,1,0,0,2969,3551,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
24,0,0,2017-01-25,0,0,0,27,42,,38,3,92,29.83,1010,40,4,10,16,23,37,35,2,29.56,1001,38,3,6,9,184,,8,13,32,0,79,29.41,996,35,2,1,1,0,0,0,0,879,1041,3.70,9.40,0.06,1.52,,1,0,0,2996,3593,19.80,50.29,,,,,0,0.00,0.00,0.00,0.00,0,0
25,0,0,2017-01-26,1,0,0,30,42,,32,0,89,29.83,1010,38,3,10,16,21,34,30,-1,29.62,1003,35,2,5,8,278,,13,21,23,-5,69,29.42,996,32,0,0,1,9,14,0,0,909,1083,4.10,10.41,0.18,4.57,,1,0,0,3026,3635,20.20,51.31,,,,,1,T,T,0.40,1.02,0,0
26,0,0,2017-01-27,0,0,0,35,42,,24,-4,75,29.82,1010,32,0,10,16,24,39,22,-6,29.79,1009,30,-1,9,14,262,,15,24,19,-7,63,29.74,1007,27,-3,2,4,9,14,0,0,944,1125,4.20,10.67,0.01,0.25,,0,0,0,3061,3677,20.30,51.56,,,,,1,T,T,0.10,0.25,0,0
27,0,0,2017-01-28,1,0,0,37,42,,24,-4,85,29.74,1007,29,-2,10,16,23,37,22,-6,29.68,1005,28,-2,6,10,267,,13,21,19,-7,69,29.62,1003,27,-3,0,1,6,10,0,0,981,1167,5.10,12.95,0.03,0.76,,1,0,0,3098,3719,21.20,53.85,,,,,1,T,T,0.90,2.29,0,0
28,0,0,2017-01-29,0,0,0,43,42,,21,-6,88,29.86,1011,28,-2,10,16,12,19,19,-7,29.77,1008,22,-6,6,9,310,,4,6,13,-11,63,29.72,1006,16,-9,1,1,0,0,0,0,1024,1209,5.20,13.21,T,T,,0,0,0,3141,3761,21.30,54.10,,,,,1,1.00,2.54,0.10,0.25,0,0
29,0,0,2017-01-30,1,0,0,47,42,,18,-8,92,29.99,1015,25,-4,10,16,16,26,14,-10,29.86,1011,18,-8,7,11,203,,6,9,7,-14,55,29.64,1004,11,-12,0,1,0,0,0,0,1071,1251,6.50,16.51,0.08,2.03,,0,0,0,3188,3803,22.60,57.40,,,,,1,1.00,2.54,1.30,3.30,0,0
30,0,0,2017-01-31,0,0,0,37,41,,26,-3,88,29.84,1010,32,0,10,16,18,29,22,-6,29.62,1003,28,-2,3,5,220,,11,18,19,-7,69,29.48,998,23,-5,1,2,0,0,0,0,1108,1292,9.10,23.11,0.18,4.57,,0,0,0,3225,3840,25.20,64.01,,,,,1,3.00,7.62,2.60,6.60,0,0
31,0,0,2017-02-01,0,0,0,35,41,,27,-3,85,30.14,1021,35,2,10,16,23,37,24,-4,29.95,1014,30,-1,7,11,269,,11,17,14,-10,56,29.83,1010,25,-4,1,2,6,10,0,0,35,41,1.80,4.57,0.11,2.79,,0,0,0,3260,3881,27.00,68.58,,,,,1,4.00,10.16,1.80,4.57,0,0
32,0,0,2017-02-02,0,0,0,48,41,,11,-12,73,30.35,1028,25,-4,10,16,28,45,6,-14,30.27,1025,17,-8,10,16,267,,13,21,2,-17,52,30.15,1021,9,-13,8,13,7,11,0,0,83,82,1.80,4.57,T,T,,0,0,0,3308,3922,27.00,68.58,,,,,1,3.00,7.62,T,T,0,0
33,0,0,2017-02-03,0,0,0,48,41,,7,-14,76,30.44,1031,22,-6,10,16,24,39,5,-15,30.36,1028,17,-8,10,16,272,,12,19,3,-16,45,30.29,1026,11,-12,10,16,5,8,0,0,131,123,1.80,4.57,0.00,0.00,,0,0,0,3356,3963,27.00,68.58,,,,,0,2.00,5.08,0.00,0.00,0,0
34,0,0,2017-02-04,0,0,0,46,41,,13,-11,73,30.42,1030,29,-2,10,16,18,29,7,-14,30.28,1025,19,-7,10,16,212,,10,16,3,-16,35,29.97,1015,9,-13,10,16,5,8,0,0,177,164,1.80,4.57,0.00,0.00,,0,0,0,3402,4004,27.00,68.58,,,,,0,2.00,5.08,0.00,0.00,0,0
35,0,0,2017-02-05,0,0,0,37,41,,24,-4,77,30.15,1021,35,2,10,16,18,29,18,-8,29.95,1014,28,-2,10,16,260,,11,18,12,-11,47,29.84,1010,20,-7,10,16,0,0,0,0,214,205,1.80,4.57,0.00,0.00,,0,0,0,3439,4045,27.00,68.58,,,,,0,2.00,5.08,0.00,0.00,0,0
36,0,0,2017-02-06,0,0,0,34,41,,30,-1,84,30.13,1020,44,7,10,16,12,19,23,-5,29.97,1015,31,-1,9,14,149,,5,8,13,-11,53,29.75,1007,18,-8,5,8,0,0,0,0,248,246,1.80,4.57,0.00,0.00,,0,0,0,3473,4086,27.00,68.58,,,,,0,2.00,5.08,0.00,0.00,0,0
37,0,0,2017-02-07,1,0,0,25,41,,41,5,96,29.75,1007,45,7,10,16,26,42,34,1,29.49,999,40,4,2,4,78,,10,16,30,-1,82,29.23,990,34,1,0,0,0,0,0,0,273,287,1.80,4.57,0.67,17.02,,1,0,0,3498,4127,27.00,68.58,,,,,0,0.00,0.00,0.00,0.00,0,0
38,0,0,2017-02-08,0,0,0,37,41,,31,-1,89,30.01,1016,35,2,10,16,25,40,18,-8,29.86,1011,28,-2,10,16,337,,10,17,11,-12,57,29.53,1000,20,-7,9,14,5,8,0,0,310,328,1.80,4.57,T,T,,0,0,0,3535,4168,27.00,68.58,,,,,1,0.00,0.00,T,T,0,0
39,0,0,2017-02-09,0,0,0,48,40,,12,-11,76,30.31,1026,20,-7,10,16,26,42,6,-14,30.15,1021,17,-8,9,15,288,,13,20,2,-17,49,29.97,1015,13,-11,2,3,6,10,0,0,358,368,1.90,4.83,T,T,,0,0,0,3583,4208,27.10,68.83,,,,,1,0.00,0.00,0.10,0.25,0,0
40,0,0,2017-02-10,0,0,0,40,40,,27,-3,74,30.31,1026,36,2,10,16,26,42,14,-10,30.00,1016,25,-4,10,16,204,,14,22,3,-16,35,29.72,1006,14,-10,9,14,7,11,0,0,398,408,1.90,4.83,T,T,,0,0,0,3623,4248,27.10,68.83,,,,,0,0.00,0.00,T,T,0,0
41,0,0,2017-02-11,0,0,0,25,40,,34,1,85,29.99,1015,45,7,10,16,15,24,31,-1,29.90,1012,40,4,7,12,351,,5,8,28,-2,62,29.73,1007,35,2,3,5,0,0,0,0,423,448,1.90,4.83,0.08,2.03,,1,0,0,3648,4288,27.10,68.83,,,,,0,0.00,0.00,0.00,0.00,0,0
42,0,0,2017-02-12,0,0,0,28,40,,35,2,96,30.20,1023,41,5,10,16,32,52,30,-1,29.93,1013,37,3,5,8,293,,13,21,15,-9,47,29.85,1011,32,0,1,2,0,0,0,0,451,488,1.90,4.83,0.12,3.05,,1,0,0,3676,4328,27.10,68.83,,,,,1,0.00,0.00,T,T,0,0
43,0,0,2017-02-13,0,0,0,30,40,,20,-7,75,30.29,1026,43,6,10,16,20,32,17,-8,30.18,1022,35,2,10,16,260,,10,16,14,-10,33,29.96,1014,26,-3,10,16,7,11,0,0,481,528,1.90,4.83,0.00,0.00,,0,0,0,3706,4368,27.10,68.83,,,,,0,0.00,0.00,0.00,0.00,0,0
44,0,0,2017-02-14,0,0,0,27,39,,31,-1,89,29.92,1013,45,7,10,16,28,45,27,-3,29.71,1006,38,3,9,14,261,,15,24,20,-7,53,29.62,1003,31,-1,2,3,9,14,0,0,508,567,2.30,5.84,0.06,1.52,,0,0,0,3733,4407,27.50,69.85,,,,,1,0.00,0.00,0.40,1.02,0,0
45,0,0,2017-02-15,0,0,0,37,39,,22,-6,75,29.91,1013,32,0,10,16,22,35,17,-8,29.78,1008,28,-2,10,16,309,,14,23,13,-11,63,29.66,1004,24,-4,8,13,9,14,0,0,545,606,2.30,5.84,T,T,,0,0,0,3770,4446,27.50,69.85,,,,,1,T,T,T,T,0,0
46,0,0,2017-02-16,0,0,0,37,39,,16,-9,60,29.99,1015,32,0,10,16,15,24,13,-11,29.93,1013,28,-2,10,16,285,,8,13,12,-11,43,29.87,1011,24,-4,10,16,4,6,0,0,582,645,2.30,5.84,T,T,,0,0,0,3807,4485,27.50,69.85,,,,,0,0.00,0.00,T,T,0,0
47,0,0,2017-02-17,0,0,0,25,39,,34,1,70,29.87,1011,52,11,10,16,14,23,24,-4,29.76,1008,40,4,10,16,154,,9,14,17,-8,41,29.66,1004,28,-2,10,16,6,10,0,0,607,684,2.30,5.84,0.00,0.00,,0,0,0,3832,4524,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
48,0,0,2017-02-18,0,3,0,11,39,,37,3,70,29.81,1009,65,18,10,16,21,34,35,2,29.69,1005,54,12,10,16,247,,13,21,33,1,31,29.63,1003,43,6,10,16,6,10,0,0,618,723,2.30,5.84,0.00,0.00,,0,0,0,3843,4563,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
49,0,0,2017-02-19,0,0,0,16,38,,34,1,76,30.18,1022,62,17,10,16,14,23,31,-1,30.01,1016,49,9,10,16,278,,5,9,28,-2,29,29.83,1010,36,2,10,16,0,0,0,0,634,761,2.30,5.84,0.00,0.00,,0,0,0,3859,4601,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
50,0,0,2017-02-20,0,0,0,20,38,,34,1,82,30.29,1026,59,15,10,16,20,32,30,-1,30.20,1023,45,7,10,16,122,,10,16,25,-4,40,30.05,1017,31,-1,10,16,0,0,0,0,654,799,2.30,5.84,0.00,0.00,,0,0,0,3879,4639,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
51,0,0,2017-02-21,1,2,0,13,38,,52,11,93,30.03,1017,61,16,10,16,18,29,44,7,29.94,1014,52,11,7,11,213,,9,15,31,-1,62,29.91,1013,42,6,0,0,0,0,0,0,667,837,2.30,5.84,0.06,1.52,,1,0,0,3892,4677,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
52,0,0,2017-02-22,1,2,0,13,38,,52,11,96,29.90,1012,62,17,9,14,20,32,47,8,29.81,1009,52,11,3,5,202,,10,15,39,4,67,29.63,1003,41,5,0,0,0,0,0,0,680,875,2.30,5.84,0.00,0.00,,0,0,0,3905,4715,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
53,0,0,2017-02-23,0,0,0,15,37,,52,11,86,29.84,1010,58,14,10,16,21,34,44,7,29.73,1007,50,10,9,15,304,,11,17,35,2,55,29.60,1002,42,6,7,11,5,8,0,0,695,912,2.30,5.84,0.06,1.52,,1,0,0,3920,4752,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,0,0
54,0,0,2017-02-24,1,0,0,17,37,,56,13,96,29.80,1009,58,14,10,16,26,42,42,6,29.55,1001,48,9,4,7,83,,10,17,34,1,82,29.41,996,37,3,0,0,0,0,0,0,712,949,2.30,5.84,1.02,25.91,,1,0,0,3937,4789,27.50,69.85,,,,,0,0.00,0.00,0.00,0.00,1,0
55,0,0,2017-02-25,0,0,0,33,37,,36,2,82,30.01,1016,42,6,10,16,31,50,21,-6,29.71,1006,32,0,6,10,261,,19,30,12,-11,58,29.49,999,22,-6,1,2,7,11,0,0,745,986,2.40,6.10,T,T,,0,0,0,3970,4826,27.60,70.10,,,,,1,T,T,0.10,0.25,0,0
56,0,0,2017-02-26,0,0,0,33,36,,22,-6,77,30.09,1019,42,6,10,16,28,45,18,-8,30.03,1017,32,0,10,16,220,,13,21,14,-10,39,29.95,1014,21,-6,10,16,7,11,0,0,778,1022,2.40,6.10,T,T,,0,0,0,4003,4862,27.60,70.10,,,,,1,0.00,0.00,T,T,0,0
57,0,0,2017-02-27,0,0,0,25,36,,32,0,76,30.24,1024,51,11,10,16,20,32,25,-4,30.16,1021,40,4,10,16,210,,8,14,21,-6,36,30.06,1018,28,-2,10,16,0,0,0,0,803,1058,2.40,6.10,0.00,0.00,,0,0,0,4028,4898,27.60,70.10,,,,,0,0.00,0.00,0.00,0.00,0,0
58,0,0,2017-02-28,0,0,0,17,36,,52,11,93,30.17,1022,56,13,10,16,20,32,44,7,29.85,1011,48,9,5,8,167,,12,19,33,1,76,29.50,999,39,4,1,1,7,11,0,0,820,1094,2.40,6.10,0.51,12.95,,1,0,0,4045,4935,27.60,70.10,,,,,0,0.00,0.00,0.00,0.00,1,0
59,0,0,2017-03-01,0,0,0,24,36,,52,11,93,29.89,1012,56,13,10,16,36,58,36,2,29.53,1000,41,5,7,11,258,,17,27,19,-7,64,29.34,993,25,-4,1,1,4,6,0,0,24,36,0.60,1.52,0.44,11.18,,1,0,0,4069,4971,28.20,71.63,,,,,1,0.00,0.00,0.60,1.52,1,0
60,0,0,2017-03-02,0,0,0,38,35,,19,-7,75,30.32,1027,31,-1,10,16,25,40,15,-9,30.16,1021,27,-3,10,15,295,,12,19,11,-12,55,29.93,1013,22,-6,2,4,7,11,0,0,62,71,0.60,1.52,T,T,,0,0,0,4107,5006,28.20,71.63,,,,,1,0.00,0.00,T,T,0,0
61,0,0,2017-03-03,0,0,0,42,35,,18,-8,81,30.64,1037,29,-2,10,16,20,32,10,-12,30.45,1031,23,-5,9,14,302,,11,18,5,-15,39,30.26,1025,17,-8,1,2,4,6,0,0,104,106,0.60,1.52,T,T,,0,0,0,4149,5041,28.20,71.63,,,,,1,0.00,0.00,T,T,0,0
62,0,0,2017-03-04,0,0,0,41,35,,13,-11,76,30.71,1040,34,1,10,16,16,26,8,-13,30.65,1038,24,-4,10,16,137,,7,12,5,-15,35,30.60,1036,13,-11,10,16,0,0,0,0,145,141,0.60,1.52,0.00,0.00,,0,0,0,4190,5076,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
63,0,0,2017-03-05,0,0,0,30,34,,29,-2,68,30.60,1036,47,8,10,16,23,37,20,-7,30.37,1028,35,2,10,16,143,,16,25,14,-10,37,30.16,1021,23,-5,10,16,12,19,0,0,175,175,0.60,1.52,T,T,,0,0,0,4220,5110,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
64,0,0,2017-03-06,0,0,0,14,34,,51,11,89,30.14,1021,58,14,10,16,28,45,44,7,30.00,1016,51,11,10,16,186,,15,24,31,-1,57,29.77,1008,43,6,9,14,7,11,0,0,189,209,0.60,1.52,T,T,,1,0,0,4234,5144,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
65,0,0,2017-03-07,0,0,0,16,34,,51,11,80,29.93,1013,59,15,10,16,32,52,38,3,29.78,1008,49,9,10,16,222,,20,33,20,-7,29,29.66,1004,39,4,4,6,9,14,0,0,205,243,0.60,1.52,0.07,1.78,,1,0,0,4250,5178,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,1,0
66,0,0,2017-03-08,0,0,0,23,33,,24,-4,54,30.07,1018,47,8,10,16,51,82,16,-9,29.88,1012,42,6,10,16,252,,28,45,11,-12,23,29.80,1009,37,3,10,16,13,21,0,0,228,276,0.60,1.52,0.00,0.00,,0,0,0,4273,5211,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
67,0,0,2017-03-09,0,0,0,29,33,,19,-7,52,30.19,1022,41,5,10,16,25,40,15,-9,30.14,1021,36,2,10,16,289,,10,16,10,-12,30,30.09,1019,31,-1,10,16,5,8,0,0,257,309,0.60,1.52,0.00,0.00,,0,0,0,4302,5244,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
68,0,0,2017-03-10,0,0,0,43,32,,13,-11,60,30.41,1030,31,-1,10,16,28,45,4,-16,30.29,1026,22,-6,10,16,317,,13,21,-2,-19,32,30.12,1020,13,-11,10,16,5,8,0,0,300,341,0.60,1.52,0.00,0.00,,0,0,0,4345,5276,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
69,0,0,2017-03-11,0,0,0,44,32,,6,-14,64,30.50,1033,29,-2,10,16,18,29,3,-16,30.44,1031,21,-6,10,16,312,,10,16,1,-17,34,30.39,1029,12,-11,10,16,0,0,0,0,344,373,0.60,1.52,0.00,0.00,,0,0,0,4389,5308,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
70,0,0,2017-03-12,0,0,0,43,32,,8,-13,73,30.51,1033,31,-1,10,16,13,21,5,-15,30.47,1032,22,-6,10,16,324,,5,7,3,-16,32,30.41,1030,12,-11,10,16,0,0,0,0,387,405,0.60,1.52,0.00,0.00,,0,0,0,4432,5340,28.20,71.63,,,,,0,0.00,0.00,0.00,0.00,0,0
71,0,,2017-03-13,0,0,0,42,,,19,-7,86,30.41,1030,27,-3,10,16,15,24,16,-9,30.31,1026,23,-5,4,6,84,,9,14,6,-14,30,30.22,1023,18,-8,1,1,6,10,,,,,,,0.12,3.05,,0,,,,,,,,,,,1,,,0.00,0.00,0,0
72,0,0,2017-03-14,0,0,0,46,31,,13,-11,88,30.30,1026,24,-4,10,16,22,35,7,-14,30.25,1024,19,-7,7,12,355,,11,18,-2,-19,34,30.22,1023,13,-11,1,2,6,10,0,0,476,467,1.60,4.06,T,T,,0,0,0,4521,5402,29.20,74.17,,,,,1,1.00,2.54,T,T,0,0
73,0,0,2017-03-15,0,0,0,42,31,,15,-9,73,30.27,1025,33,1,10,16,24,39,8,-13,30.24,1024,23,-5,10,16,308,,13,20,2,-17,43,30.21,1023,13,-11,10,16,7,11,0,0,518,498,1.60,4.06,0.00,0.00,,0,0,0,4563,5433,29.20,74.17,,,,,0,T,T,0.00,0.00,0,0
74,0,0,2017-03-16,0,0,0,37,30,,17,-8,80,30.32,1027,40,4,10,16,17,27,14,-10,30.28,1025,28,-2,10,16,276,,7,12,11,-12,30,30.25,1024,15,-9,10,16,0,0,0,0,555,528,1.60,4.06,0.00,0.00,,0,0,0,4600,5463,29.20,74.17,,,,,0,T,T,0.00,0.00,0,0
