,date,meantempi,mintempi,maxtempi,datenumber
60,2018-03-02,35,26,44,736755.0
61,2018-03-03,33,24,42,736756.0
62,2018-03-04,33,21,44,736757.0
63,2018-03-05,31,22,39,736758.0
64,2018-03-06,34,30,38,736759.0
65,2018-03-07,29,24,33,736760.0
66,2018-03-08,26,21,31,736761.0
67,2018-03-09,30,26,33,736762.0
68,2018-03-10,26,17,34,736763.0
69,2018-03-11,29,19,38,736764.0
70,2018-03-12,30,21,39,736765.0
71,2018-03-13,31,25,36,736766.0
72,2018-03-14,31,22,39,736767.0
73,2018-03-15,30,21,38,736768.0
74,2018-03-16,29,19,39,736769.0
75,2018-03-17,34,19,48,736770.0
76,2018-03-18,40,24,56,736771.0
77,2018-03-19,33,21,45,736772.0
78,2018-03-20,31,21,40,736773.0
79,2018-03-21,32,25,37,736774.0
80,2018-03-22,33,21,45,736775.0
81,2018-03-23,33,22,44,736776.0
82,2018-03-24,31,20,42,736777.0
83,2018-03-25,30,17,42,736778.0
84,2018-03-26,37,20,53,736779.0
85,2018-03-27,47,41,52,736780.0
86,2018-03-28,43,39,47,736781.0
87,2018-03-29,42,38,46,736782.0
88,2018-03-30,37,28,45,736783.0
89,2018-03-31,39,31,47,736784.0
90,2018-04-01,30,22,37,736785.0
91,2018-04-02,31,19,43,736786.0
92,2018-04-03,36,32,39,736787.0
93,2018-04-04,30,26,33,736788.0
94,2018-04-05,33,25,41,736789.0
95,2018-04-06,32,23,40,736790.0
96,2018-04-07,26,19,32,736791.0
97,2018-04-08,28,16,39,736792.0
98,2018-04-09,36,30,41,736793.0
99,2018-04-10,35,24,45,736794.0
100,2018-04-11,46,35,56,736795.0
101,2018-04-12,56,43,69,736796.0
102,2018-04-13,48,37,58,736797.0
103,2018-04-14,33,28,38,736798.0
104,2018-04-15,31,29,33,736799.0
105,2018-04-16,34,30,37,736800.0
106,2018-04-17,31,26,36,736801.0
107,2018-04-18,37,29,44,736802.0
108,2018-04-19,42,30,54,736803.0
109,2018-04-20,44,30,58,736804.0
110,2018-04-21,47,35,59,736805.0
111,2018-04-22,48,32,64,736806.0
112,2018-04-23,55,36,73,736807.0
113,2018-04-24,57,51,63,736808.0
114,2018-04-25,50,40,59,736809.0
115,2018-04-26,48,32,64,736810.0
116,2018-04-27,52,42,62,736811.0
117,2018-04-28,45,36,54,736812.0
118,2018-04-29,42,26,58,736813.0
119,2018-04-30,53,33,72,736814.0
120,2018-05-01,69,55,83,736815.0
121,2018-05-02,74,64,84,736816.0
122,2018-05-03,66,59,72,736817.0
123,2018-05-04,64,55,72,736818.0
124,2018-05-05,68,56,80,736819.0
125,2018-05-06,55,44,66,736820.0
126,2018-05-07,54,39,69,736821.0
127,2018-05-08,66,50,81,736822.0
128,2018-05-09,66,53,79,736823.0
129,2018-05-10,59,50,67,736824.0
130,2018-05-11,45,40,50,736825.0
131,2018-05-12,48,40,55,736826.0
132,2018-05-13,56,47,64,736827.0
133,2018-05-14,64,51,77,736828.0
134,2018-05-15,65,55,75,736829.0
135,2018-05-16,65,51,79,736830.0
136,2018-05-17,62,50,73,736831.0
137,2018-05-18,61,45,76,736832.0
138,2018-05-19,64,57,70,736833.0
139,2018-05-20,55,49,60,736834.0
140,2018-05-21,55,46,64,736835.0
141,2018-05-22,57,51,63,736836.0
142,2018-05-23,65,49,80,736837.0
143,2018-05-24,67,51,82,736838.0
144,2018-05-25,73,58,88,736839.0
145,2018-05-26,78,69,86,736840.0
146,2018-05-27,77,61,92,736841.0
147,2018-05-28,78,63,93,736842.0
148,2018-05-29,80,68,91,736843.0
149,2018-05-30,79,70,87,736844.0
150,2018-05-31,79,70,87,736845.0
151,2018-06-01,70,57,83,736846.0
152,2018-06-02,60,53,66,736847.0
153,2018-06-03,63,54,72,736848.0
154,2018-06-04,64,56,71,736849.0
155,2018-06-05,60,51,69,736850.0
156,2018-06-06,59,45,72,736851.0
157,2018-06-07,69,55,83,736852.0
158,2018-06-08,70,58,82,736853.0
159,2018-06-09,65,60,69,736854.0
160,2018-06-10,63,57,69,736855.0
161,2018-06-11,68,56,79,736856.0
162,2018-06-12,69,59,78,736857.0
163,2018-06-13,69,58,80,736858.0
164,2018-06-14,69,54,83,736859.0
165,2018-06-15,69,55,82,736860.0
166,2018-06-16,75,65,85,736861.0
167,2018-06-17,81,69,93,736862.0
168,2018-06-18,82,72,91,736863.0
169,2018-06-19,70,66,74,736864.0
170,2018-06-20,66,60,72,736865.0
171,2018-06-21,68,56,80,736866.0
172,2018-06-22,66,57,74,736867.0
173,2018-06-23,63,62,64,736868.0
174,2018-06-24,63,61,64,736869.0
175,2018-06-25,65,53,77,736870.0
176,2018-06-26,65,50,80,736871.0
177,2018-06-27,72,67,76,736872.0
178,2018-06-28,75,61,88,736873.0
179,2018-06-29,77,62,91,736874.0
180,2018-06-30,86,77,94,736875.0
181,2018-07-01,84,73,94,736876.0
182,2018-07-02,76,65,86,736877.0
183,2018-07-03,76,61,91,736878.0
184,2018-07-04,84,73,95,736879.0
185,2018-07-05,85,75,94,736880.0
186,2018-07-06,68,57,78,736881.0
187,2018-07-07,66,50,82,736882.0
188,2018-07-08,72,55,88,736883.0
189,2018-07-09,76,61,90,736884.0
190,2018-07-10,77,66,88,736885.0
191,2018-07-11,72,57,86,736886.0
192,2018-07-12,72,57,87,736887.0
193,2018-07-13,78,65,91,736888.0
194,2018-07-14,75,69,81,736889.0
195,2018-07-15,79,65,92,736890.0
196,2018-07-16,79,65,92,736891.0
197,2018-07-17,71,59,83,736892.0
198,2018-07-18,67,53,81,736893.0
199,2018-07-19,70,55,85,736894.0
200,2018-07-20,74,66,81,736895.0
201,2018-07-21,72,66,77,736896.0
202,2018-07-22,69,63,74,736897.0
203,2018-07-23,72,63,80,736898.0
204,2018-07-24,74,64,84,736899.0
205,2018-07-25,74,60,87,736900.0
206,2018-07-26,71,61,81,736901.0
207,2018-07-27,69,59,78,736902.0
208,2018-07-28,68,55,80,736903.0
209,2018-07-29,70,55,84,736904.0
210,2018-07-30,70,56,84,736905.0
211,2018-07-31,68,57,79,736906.0
212,2018-08-01,73,63,82,736907.0
213,2018-08-02,75,63,86,736908.0
214,2018-08-03,74,62,85,736909.0
215,2018-08-04,75,59,91,736910.0
216,2018-08-05,84,72,95,736911.0
217,2018-08-06,74,69,78,736912.0
218,2018-08-07,77,67,87,736913.0
219,2018-08-08,76,67,84,736914.0
220,2018-08-09,73,63,83,736915.0
221,2018-08-10,73,62,84,736916.0
222,2018-08-11,73,59,87,736917.0
223,2018-08-12,74,62,86,736918.0
224,2018-08-13,74,61,87,736919.0
225,2018-08-14,75,61,89,736920.0
226,2018-08-15,78,68,87,736921.0
227,2018-08-16,73,67,78,736922.0
228,2018-08-17,73,68,78,736923.0
229,2018-08-18,73,63,82,736924.0
230,2018-08-19,73,63,83,736925.0
231,2018-08-20,72,63,80,736926.0
232,2018-08-21,71,65,77,736927.0
233,2018-08-22,67,57,77,736928.0
234,2018-08-23,68,56,80,736929.0
235,2018-08-24,68,59,76,736930.0
236,2018-08-25,71,63,78,736931.0
237,2018-08-26,77,68,85,736932.0
238,2018-08-27,80,70,89,736933.0
239,2018-08-28,77,67,87,736934.0
240,2018-08-29,68,57,79,736935.0
241,2018-08-30,63,50,75,736936.0
242,2018-08-31,69,55,82,736937.0
243,2018-09-01,74,66,81,736938.0
244,2018-09-02,78,68,87,736939.0
245,2018-09-03,78,70,86,736940.0
246,2018-09-04,79,69,89,736941.0
247,2018-09-05,80,71,89,736942.0
248,2018-09-06,66,59,73,736943.0
249,2018-09-07,62,55,69,736944.0
250,2018-09-08,60,52,67,736945.0
251,2018-09-09,58,51,65,736946.0
252,2018-09-10,60,54,66,736947.0
253,2018-09-11,63,48,77,736948.0
254,2018-09-12,64,49,78,736949.0
255,2018-09-13,66,54,78,736950.0
256,2018-09-14,71,60,82,736951.0
257,2018-09-15,70,56,84,736952.0
258,2018-09-16,73,59,86,736953.0
259,2018-09-17,76,63,89,736954.0
260,2018-09-18,74,62,85,736955.0
261,2018-09-19,71,63,79,736956.0
262,2018-09-20,73,64,81,736957.0
263,2018-09-21,67,54,79,736958.0
264,2018-09-22,57,47,66,736959.0
265,2018-09-23,57,43,71,736960.0
266,2018-09-24,58,47,68,736961.0
267,2018-09-25,72,65,79,736962.0
268,2018-09-26,56,46,66,736963.0
269,2018-09-27,54,45,63,736964.0
270,2018-09-28,52,44,60,736965.0
271,2018-09-29,49,38,60,736966.0
272,2018-09-30,46,41,50,736967.0
273,2018-10-01,54,49,58,736968.0
274,2018-10-02,60,54,65,736969.0
275,2018-10-03,68,54,81,736970.0
276,2018-10-04,60,41,78,736971.0
277,2018-10-05,49,41,57,736972.0
278,2018-10-06,65,55,74,736973.0
279,2018-10-07,55,52,57,736974.0
280,2018-10-08,69,53,84,736975.0
281,2018-10-09,76,67,84,736976.0
282,2018-10-10,70,65,75,736977.0
283,2018-10-11,55,42,67,736978.0
284,2018-10-12,43,40,46,736979.0
285,2018-10-13,44,35,53,736980.0
286,2018-10-14,48,36,60,736981.0
287,2018-10-15,42,32,51,736982.0
288,2018-10-16,44,33,55,736983.0
289,2018-10-17,38,29,47,736984.0
290,2018-10-18,39,25,53,736985.0
291,2018-10-19,49,42,55,736986.0
292,2018-10-20,45,35,55,736987.0
293,2018-10-21,39,32,45,736988.0
294,2018-10-22,47,35,58,736989.0
295,2018-10-23,44,34,53,736990.0
296,2018-10-24,39,29,48,736991.0
297,2018-10-25,38,27,49,736992.0
298,2018-10-26,44,36,52,736993.0
299,2018-10-27,42,39,45,736994.0
300,2018-10-28,42,37,46,736995.0
